StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
2011/08/10 09:46:53.112416,1288.7133789999998,udp,77.100.246.74,6430,  <->,147.32.84.229,13363,CON,0.0,0.0,18,1244,704,flow=Background-UDP-Established
2011/08/10 09:46:53.118569,2292.730469,udp,58.72.174.152,1769,  <->,147.32.84.229,13363,CON,0.0,0.0,16,3828,548,flow=Background-UDP-Established
2011/08/10 09:46:53.120880,273.880157,tcp,83.137.254.245,49455,  <?>,147.32.84.229,13363,PA_PA,0.0,0.0,121,14096,10430,flow=Background
2011/08/10 09:46:53.125002,3572.482422,tcp,147.32.84.59,49238,  <?>,74.125.232.215,443,PA_PA,0.0,0.0,1332,627474,282534,flow=Background-Established-cmpgw-CVUT
2011/08/10 09:46:53.127875,0.000368,udp,147.32.84.138,42315,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.128036,0.000225,udp,147.32.84.138,42626,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.131650,3133.970947,udp,186.204.215.229,12677,  <->,147.32.84.229,13363,CON,0.0,0.0,10,1218,908,flow=Background-UDP-Established
2011/08/10 09:46:53.132734,619.352722,udp,147.32.84.229,13363,   ->,31.9.113.254,23320,INT,0.0,,4,568,568,flow=Background-UDP-Attempt
2011/08/10 09:46:53.136258,0.000227,udp,147.32.84.138,58276,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.136265,0.000272,udp,147.32.84.138,58867,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.137179,536.3903809999999,tcp,109.183.212.236,61775,  <?>,147.32.84.130,20,FPA_FA,0.0,0.0,23574,10855048,10056796,flow=Background
2011/08/10 09:46:53.138034,12.067851,tcp,178.236.4.29,80,   ?>,147.32.86.141,2019,FA_,0.0,,3,180,180,flow=Background
2011/08/10 09:46:53.140460,3144.869629,udp,212.59.9.106,15036,  <->,147.32.84.229,13363,CON,0.0,0.0,4,266,146,flow=Background-UDP-Established
2011/08/10 09:46:53.144083,0.000162,udp,147.32.84.138,33302,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.144097,0.00016299999999999998,udp,147.32.84.138,59866,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.146587,1.553285,udp,147.32.86.111,58314,  <->,147.32.1.20,53,CON,0.0,0.0,2,336,73,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.149054,0.00029,udp,147.32.84.138,39703,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.149061,0.00028900000000000003,udp,147.32.84.138,36312,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.150362,10.022196000000001,tcp,79.78.83.0,60676,   ->,147.32.84.229,443,S_SA,0.0,0.0,16,1148,530,flow=Background-TCP-Established
2011/08/10 09:46:53.151052,3241.262451,tcp,213.192.37.130,1108,  <?>,147.32.84.229,13363,RPA_RPA,0.0,0.0,448,45540,24929,flow=Background
2011/08/10 09:46:53.153340,0.000246,udp,147.32.84.138,42271,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.153639,0.000167,udp,147.32.84.138,44233,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.157698,0.000198,udp,147.32.84.138,37967,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.158641,0.000332,udp,147.32.84.138,42977,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.160043,0.0,udp,147.32.80.9,53,   ->,147.32.86.111,54230,INT,0.0,,1,141,141,flow=From-Normal-V42-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.161579,0.46650200000000003,udp,147.32.86.111,55314,  <->,147.32.80.9,53,CON,0.0,0.0,2,262,80,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.162890,3597.08374,tcp,80.37.198.143,37418,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,2018,204111,110036,flow=Background
2011/08/10 09:46:53.171249,12.067648,tcp,178.236.4.29,80,   ?>,147.32.86.141,2017,FA_,0.0,,3,180,180,flow=Background
2011/08/10 09:46:53.174949,12.067688,tcp,178.236.4.29,80,   ?>,147.32.86.141,2016,FA_,0.0,,3,180,180,flow=Background
2011/08/10 09:46:53.175231,3565.899658,udp,72.73.36.9,50360,  <->,147.32.84.229,13363,CON,0.0,0.0,210,14490,8190,flow=Background-UDP-Established
2011/08/10 09:46:53.176048,2827.1669920000004,udp,147.32.84.229,13363,  <->,76.112.233.145,6601,CON,0.0,0.0,14,1052,603,flow=Background-UDP-Established
2011/08/10 09:46:53.176116,25.455866,udp,147.32.84.229,13363,   ->,118.168.132.221,53663,INT,0.0,,5,370,370,flow=Background-UDP-Attempt
2011/08/10 09:46:53.178427,557.6530759999999,tcp,147.32.84.59,57601,  <?>,69.63.190.10,443,FPA_FPA,0.0,0.0,513,379123,51557,flow=Background-Established-cmpgw-CVUT
2011/08/10 09:46:53.178665,3599.8149409999996,tcp,41.34.128.253,49166,  <?>,147.32.84.229,13363,PA_PA,0.0,0.0,252,30435,22569,flow=Background
2011/08/10 09:46:53.182665,2907.603516,udp,188.134.37.80,7632,  <->,147.32.84.229,13363,CON,0.0,0.0,20,2420,1800,flow=Background-UDP-Established
2011/08/10 09:46:53.182678,0.938992,tcp,92.60.134.17,1058,  <?>,147.32.85.5,21857,FPA_FA,0.0,0.0,8,490,250,flow=Background
2011/08/10 09:46:53.195298,3599.87085,tcp,85.32.91.210,16815,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,2928,337410,185204,flow=Background
2011/08/10 09:46:53.199684,2168.581543,udp,173.30.59.224,1171,  <->,147.32.84.229,13363,CON,0.0,0.0,6,1040,832,flow=Background-UDP-Established
2011/08/10 09:46:53.201497,540.361633,udp,118.167.1.65,50960,  <->,147.32.84.229,13363,CON,0.0,0.0,6,1244,924,flow=Background-UDP-Established
2011/08/10 09:46:53.202788,3599.976562,tcp,147.32.84.229,443,  <?>,194.179.126.154,65142,PA_PA,0.0,0.0,8223,1119577,448464,flow=Background
2011/08/10 09:46:53.202954,3504.321533,udp,147.32.84.229,13363,  <->,81.104.184.70,3512,CON,0.0,0.0,138,21876,12885,flow=Background-UDP-Established
2011/08/10 09:46:53.205445,3596.575439,tcp,147.32.84.229,13363,  <?>,145.53.199.214,65267,PA_PA,0.0,0.0,419,40219,18279,flow=Background
2011/08/10 09:46:53.205459,110.54308300000001,tcp,147.32.84.229,80,  <?>,90.42.60.138,4425,PA_RPA,0.0,0.0,21,2440,1658,flow=Background
2011/08/10 09:46:53.216412,3383.340332,udp,81.96.196.10,65134,  <->,147.32.84.229,13363,CON,0.0,0.0,22,3340,1684,flow=Background-UDP-Established
2011/08/10 09:46:53.220499,636.61615,tcp,147.32.86.194,2067,   ->,195.113.232.96,80,FSPA_FSRPA,0.0,0.0,126,110778,6121,flow=Background-TCP-Established
2011/08/10 09:46:53.220784,0.001507,udp,77.37.201.25,45141,  <->,147.32.84.229,13363,CON,0.0,0.0,2,566,76,flow=Background-UDP-Established
2011/08/10 09:46:53.222297,3586.6838380000004,udp,147.32.84.229,13363,  <->,216.113.82.229,22903,CON,0.0,0.0,48,5986,1734,flow=Background-UDP-Established
2011/08/10 09:46:53.223365,3597.4375,tcp,212.170.156.80,22719,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,4036,445235,238088,flow=Background
2011/08/10 09:46:53.242421,3105.935303,udp,95.31.15.58,21402,  <->,147.32.84.229,13363,CON,0.0,0.0,22,3750,1811,flow=Background-UDP-Established
2011/08/10 09:46:53.245502,3324.88916,udp,86.177.90.166,16655,  <->,147.32.84.229,13363,CON,0.0,0.0,10,2246,1945,flow=Background-UDP-Established
2011/08/10 09:46:53.246263,1037.2613529999999,udp,147.32.84.59,6881,  <->,188.11.68.124,6881,CON,0.0,0.0,2,214,107,flow=Background-Established-cmpgw-CVUT
2011/08/10 09:46:53.250111,3599.953857,tcp,90.183.101.184,554,  <?>,147.32.86.89,3925,PA_PA,0.0,0.0,19678,15918352,15514984,flow=Background
2011/08/10 09:46:53.254760,3599.947021,tcp,81.12.164.18,1348,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,3851,344620,176278,flow=Background
2011/08/10 09:46:53.255644,3518.4560549999997,udp,147.32.84.229,13363,  <->,77.85.252.195,63310,CON,0.0,0.0,38,6079,1291,flow=Background-UDP-Established
2011/08/10 09:46:53.256485,3053.651123,udp,201.243.98.47,33519,  <->,147.32.84.229,13363,CON,0.0,0.0,10,1220,910,flow=Background-UDP-Established
2011/08/10 09:46:53.264699,0.000916,udp,118.209.60.180,27147,  <->,147.32.84.229,13363,CON,0.0,0.0,2,136,76,flow=Background-UDP-Established
2011/08/10 09:46:53.266010,1202.3573,udp,77.85.152.108,21377,  <->,147.32.84.229,13363,CON,0.0,0.0,4,482,358,flow=Background-UDP-Established
2011/08/10 09:46:53.266024,0.000377,udp,65.189.197.181,28351,  <->,147.32.84.229,13363,CON,0.0,0.0,2,159,99,flow=Background-UDP-Established
2011/08/10 09:46:53.267015,3583.31958,tcp,147.32.84.229,443,  <?>,81.30.240.226,4490,PA_PA,0.0,0.0,284,37784,10727,flow=Background
2011/08/10 09:46:53.270018,30.013702000000002,tcp,213.123.60.93,54094,  <?>,147.32.84.229,13363,FPA_FPA,0.0,0.0,51,7234,3982,flow=Background
2011/08/10 09:46:53.276508,3188.407471,udp,84.43.145.215,56122,  <->,147.32.84.229,13363,CON,0.0,0.0,4,274,154,flow=Background-UDP-Established
2011/08/10 09:46:53.285035,57.42128,udp,83.55.71.107,45174,  <->,147.32.84.229,13363,CON,0.0,0.0,10,670,370,flow=Background-UDP-Established
2011/08/10 09:46:53.285049,0.001207,udp,211.75.185.229,39693,  <->,147.32.84.229,13363,CON,0.0,0.0,2,602,75,flow=Background-UDP-Established
2011/08/10 09:46:53.285861,2531.9765620000003,tcp,81.6.98.107,18924,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,3314,336621,189061,flow=Background
2011/08/10 09:46:53.286715,647.0962519999999,udp,196.201.203.98,7118,  <->,147.32.84.229,13363,CON,0.0,0.0,24,5620,4898,flow=Background-UDP-Established
2011/08/10 09:46:53.292260,5.254536,udp,80.27.103.28,1658,  <->,147.32.84.229,13363,CON,0.0,0.0,8,548,295,flow=Background-UDP-Established
2011/08/10 09:46:53.292439,2405.794678,udp,24.228.42.112,53524,  <->,147.32.84.229,13363,CON,0.0,0.0,10,1492,350,flow=Background-UDP-Established
2011/08/10 09:46:53.296262,107.821877,tcp,74.125.232.215,443,  <?>,147.32.85.5,40057,FPA_FPA,0.0,0.0,20,2096,1343,flow=Background
2011/08/10 09:46:53.304604,116.40646399999999,tcp,217.203.159.131,57973,  <?>,147.32.85.84,13716,FPA_FPA,0.0,0.0,62,6190,2905,flow=Background
2011/08/10 09:46:53.309143,0.001078,udp,120.203.91.212,9211,  <->,147.32.84.229,13363,CON,0.0,0.0,2,557,77,flow=Background-UDP-Established
2011/08/10 09:46:53.310913,3599.219482,tcp,212.55.237.42,33642,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,2893,238311,140679,flow=Background
2011/08/10 09:46:53.311693,3371.3168950000004,udp,147.32.84.146,48609,  <->,208.75.88.4,123,CON,0.0,0.0,52,4680,2340,flow=Background-UDP-NTP-Established-1
2011/08/10 09:46:53.311707,3545.7597659999997,udp,147.32.84.229,13363,  <->,90.146.174.188,37240,CON,0.0,0.0,60,6674,4517,flow=Background-UDP-Established
2011/08/10 09:46:53.326563,2.780914,tcp,88.102.51.188,1301,   ->,147.32.87.36,80,FSPA_FSPA,0.0,0.0,15,7589,830,flow=To-Background-CVUT-WebServer
2011/08/10 09:46:53.328552,0.001402,udp,79.47.168.89,54230,  <->,147.32.84.229,13363,CON,0.0,0.0,2,128,68,flow=Background-UDP-Established
2011/08/10 09:46:53.328834,2166.419678,udp,76.107.202.45,6627,  <->,147.32.84.229,13363,CON,0.0,0.0,8,3239,3045,flow=Background-UDP-Established
2011/08/10 09:46:53.330328,3544.726074,udp,147.32.84.229,13363,  <->,88.201.182.160,36741,CON,0.0,0.0,126,22181,11609,flow=Background-UDP-Established
2011/08/10 09:46:53.330332,3547.043457,tcp,147.32.84.229,443,  <?>,89.236.217.18,3452,PA_PA,0.0,0.0,377,38684,16340,flow=Background
2011/08/10 09:46:53.331572,835.947571,tcp,77.124.34.143,14409,  <?>,147.32.84.229,80,PA_PA,0.0,0.0,431,46201,25903,flow=Background
2011/08/10 09:46:53.337631,288.492279,tcp,94.165.57.146,55762,  <?>,147.32.85.56,44076,FPA_FPA,0.0,0.0,41,2966,1143,flow=Background
2011/08/10 09:46:53.344529,2217.561279,rtp,213.118.148.252,44647,  <->,147.32.84.229,13363,CON,0.0,0.0,12,1593,1233,flow=Background-UDP-Established
2011/08/10 09:46:53.346951,3598.8876950000003,tcp,195.250.146.99,554,  <?>,147.32.86.99,16786,PA_PA,0.0,0.0,51576,60964440,60363789,flow=Background
2011/08/10 09:46:53.353555,44.799824,tcp,147.32.85.47,1346,  <?>,170.107.181.167,80,FPA_FPA,0.0,0.0,88,65649,9910,flow=Background
2011/08/10 09:46:53.357733,3132.282471,udp,122.49.161.50,55666,  <->,147.32.84.229,13363,CON,0.0,0.0,8,552,312,flow=Background-UDP-Established
2011/08/10 09:46:53.358196,3597.244385,udp,147.32.84.242,23,  <->,78.108.97.41,58290,CON,0.0,0.0,1144,145549,72686,flow=Background-UDP-Established
2011/08/10 09:46:53.363588,3599.216064,tcp,83.83.100.36,1070,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,452,38402,22299,flow=Background
2011/08/10 09:46:53.373916,0.007923999999999999,tcp,147.32.86.84,55270,  <?>,74.125.232.194,80,FA_FA,0.0,0.0,3,198,132,flow=Background-google-analytics3
2011/08/10 09:46:53.373928,0.00837,tcp,147.32.86.84,55268,  <?>,74.125.232.194,80,FA_FA,0.0,0.0,3,198,132,flow=Background-google-analytics3
2011/08/10 09:46:53.373932,0.008214,tcp,147.32.86.84,55243,  <?>,74.125.232.194,80,FA_FA,0.0,0.0,3,198,132,flow=Background-google-analytics3
2011/08/10 09:46:53.373935,0.007898,tcp,147.32.86.84,55269,  <?>,74.125.232.194,80,FA_FA,0.0,0.0,3,198,132,flow=Background-google-analytics3
2011/08/10 09:46:53.374594,6.0350269999999995,tcp,147.32.84.59,2289,   ->,151.64.186.190,6881,S_,0.0,,2,124,124,flow=Background-Attempt-cmpgw-CVUT
2011/08/10 09:46:53.377211,3.9654220000000002,udp,119.247.92.207,47672,  <->,147.32.84.229,13363,CON,0.0,0.0,4,676,555,flow=Background-UDP-Established
2011/08/10 09:46:53.384475,10.025910000000001,tcp,147.32.86.147,35786,  <?>,74.125.232.194,80,FPA_FPA,0.0,0.0,178,131536,11099,flow=Background-google-analytics3
2011/08/10 09:46:53.385099,3.620579,tcp,147.32.86.147,35776,  <?>,74.125.232.194,80,FPA_FPA,0.0,0.0,66,47906,4303,flow=Background-google-analytics3
2011/08/10 09:46:53.387846,3581.0356450000004,pim,147.32.87.1,,   ->,224.0.0.13,,INT,0.0,,182,13584,13584,flow=Background
2011/08/10 09:46:53.398857,0.11946500000000002,udp,147.32.85.30,51403,  <->,147.32.80.9,53,CON,0.0,0.0,2,439,72,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.401126,3069.005371,udp,84.215.89.9,8860,  <->,147.32.84.229,13363,CON,0.0,0.0,15,2673,1029,flow=Background-UDP-Established
2011/08/10 09:46:53.406709,0.201495,tcp,147.32.84.229,80,   ->,98.127.111.126,51548,SA_R,0.0,0.0,2,138,78,flow=Background-TCP-Established
2011/08/10 09:46:53.415894,3572.0119630000004,udp,147.32.84.59,36062,  <->,81.171.72.12,3653,CON,0.0,0.0,240,25440,12720,flow=Background-Established-cmpgw-CVUT
2011/08/10 09:46:53.417120,0.332547,udp,147.32.86.194,60020,  <->,147.32.80.9,53,CON,0.0,0.0,2,275,78,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.419914,0.045668,udp,147.32.86.194,51117,  <->,147.32.80.9,53,CON,0.0,0.0,2,260,75,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.421520,0.03938,udp,147.32.86.194,56191,  <->,147.32.80.9,53,CON,0.0,0.0,2,304,85,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.426608,0.000352,udp,147.32.86.20,54061,  <->,147.32.80.9,53,CON,0.0,0.0,2,314,85,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.427249,0.152974,tcp,147.32.86.20,4740,   ->,87.98.230.229,80,FSPA_FSPA,0.0,0.0,63,56870,1451,flow=Background-TCP-Established
2011/08/10 09:46:53.451203,0.000323,udp,147.32.86.99,60358,  <->,147.32.80.9,53,CON,0.0,0.0,2,217,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.452709,0.0002,udp,147.32.86.99,62420,  <->,147.32.80.9,53,CON,0.0,0.0,2,216,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.457218,2906.498535,udp,147.32.84.59,25857,  <->,62.107.124.67,7726,CON,0.0,0.0,6,396,216,flow=Background-Established-cmpgw-CVUT
2011/08/10 09:46:53.457818,3596.224854,tcp,147.32.84.59,39992,  <?>,205.188.10.245,443,PA_PA,0.0,0.0,396,47555,19509,flow=Background-Established-cmpgw-CVUT
2011/08/10 09:46:53.462855,2947.535156,tcp,79.47.168.89,50621,   ->,147.32.84.229,13363,SRPA_SPA,0.0,0.0,241,21516,13472,flow=Background-TCP-Established
2011/08/10 09:46:53.463330,0.034482,udp,147.32.86.194,57248,  <->,147.32.80.9,53,CON,0.0,0.0,2,363,71,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.465797,3556.735596,udp,147.32.84.229,13363,  <->,111.255.7.126,10461,CON,0.0,0.0,34,2323,1241,flow=Background-UDP-Established
2011/08/10 09:46:53.465909,724.9393309999999,udp,147.32.84.229,13363,   ->,212.178.10.94,50239,INT,0.0,,4,596,596,flow=Background-UDP-Attempt
2011/08/10 09:46:53.467799,0.166758,udp,147.32.86.194,53848,  <->,147.32.80.9,53,CON,0.0,0.0,2,375,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.468851,0.0,udp,124.183.252.245,53176,   ->,147.32.84.229,13363,INT,0.0,,1,86,86,flow=Background-UDP-Attempt
2011/08/10 09:46:53.469271,1201.004639,udp,147.32.84.229,13363,  <->,124.183.252.245,50167,CON,0.0,0.0,3,611,121,flow=Background-UDP-Established
2011/08/10 09:46:53.470195,3500.1381840000004,udp,147.32.84.229,13363,  <->,213.113.105.210,11564,CON,0.0,0.0,42,3350,2055,flow=Background-UDP-Established
2011/08/10 09:46:53.477036,0.0009789999999999998,udp,85.74.30.252,21645,  <->,147.32.84.229,13363,CON,0.0,0.0,2,137,77,flow=Background-UDP-Established
2011/08/10 09:46:53.478071,2645.664307,udp,114.42.219.244,28958,  <->,147.32.84.229,13363,CON,0.0,0.0,4,1126,558,flow=Background-UDP-Established
2011/08/10 09:46:53.483072,0.002924,udp,184.242.33.131,21698,  <->,147.32.84.229,13363,CON,0.0,0.0,2,574,514,flow=Background-UDP-Established
2011/08/10 09:46:53.490860,3538.139648,udp,89.236.150.110,26839,  <->,147.32.84.229,13363,CON,0.0,0.0,32,7568,2431,flow=Background-UDP-Established
2011/08/10 09:46:53.492219,0.0022559999999999998,udp,89.169.38.183,42071,  <->,147.32.84.229,13363,CON,0.0,0.0,2,557,497,flow=Background-UDP-Established
2011/08/10 09:46:53.497077,0.002493,udp,210.49.167.41,11750,  <->,147.32.84.229,13363,CON,0.0,0.0,2,136,76,flow=Background-UDP-Established
2011/08/10 09:46:53.500386,0.024968,udp,147.32.86.194,50752,  <->,147.32.80.9,53,CON,0.0,0.0,2,375,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.503386,0.00143,udp,114.43.207.165,31468,  <->,147.32.84.229,13363,CON,0.0,0.0,2,134,74,flow=Background-UDP-Established
2011/08/10 09:46:53.507724,3546.360596,udp,147.32.86.111,62833,  <->,213.200.111.122,3478,CON,0.0,0.0,42,3843,1575,flow=Background-UDP-Established
2011/08/10 09:46:53.509279,2484.460693,udp,77.124.131.205,37143,  <->,147.32.84.229,13363,CON,0.0,0.0,4,475,351,flow=Background-UDP-Established
2011/08/10 09:46:53.513315,3595.320557,udp,78.108.97.41,44774,  <->,147.32.84.242,23,CON,0.0,0.0,880,97899,47223,flow=Background-UDP-Established
2011/08/10 09:46:53.519137,0.001637,udp,147.32.85.30,52729,  <->,147.32.80.9,53,CON,0.0,0.0,2,271,72,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.521612,16.925247,tcp,147.32.85.30,49715,   ->,195.113.232.80,80,SRA_SA,0.0,0.0,4,252,186,flow=Background-TCP-Established
2011/08/10 09:46:53.521760,16.924578,tcp,147.32.85.30,49716,   ->,195.113.232.80,80,SRPA_SPA,0.0,0.0,9,2399,749,flow=Background-TCP-Established
2011/08/10 09:46:53.528139,50.308365,udp,213.160.160.151,18663,  <->,147.32.84.229,13363,CON,0.0,0.0,4,482,338,flow=Background-UDP-Established
2011/08/10 09:46:53.528994,3561.828857,tcp,147.32.84.229,13363,  <?>,195.91.109.154,20341,PA_PA,0.0,0.0,318,36764,12406,flow=Background
2011/08/10 09:46:53.535671,0.000553,tcp,74.201.117.247,80,  <?>,147.32.84.59,49394,FA_RA,0.0,0.0,3,180,60,flow=Background-Established-cmpgw-CVUT
2011/08/10 09:46:53.540217,3092.14209,udp,147.32.84.229,13363,  <->,140.164.56.22,12604,CON,0.0,0.0,23,3638,2594,flow=Background-UDP-Established
2011/08/10 09:46:53.540745,0.0,udp,147.32.84.229,13363,   ->,115.87.194.179,14758,INT,0.0,,1,87,87,flow=Background-UDP-Attempt
2011/08/10 09:46:53.540761,3431.1545409999994,udp,147.32.84.229,13363,  <->,183.88.0.239,58189,CON,0.0,0.0,13,1666,518,flow=Background-UDP-Established
2011/08/10 09:46:53.540918,0.0,udp,147.32.84.229,13363,   ->,115.87.194.179,14774,INT,0.0,,1,87,87,flow=Background-UDP-Attempt
2011/08/10 09:46:53.540932,2721.439697,udp,147.32.84.229,13363,  <->,78.141.181.223,34048,CON,0.0,0.0,17,2156,1315,flow=Background-UDP-Established
2011/08/10 09:46:53.540937,2441.838135,udp,147.32.84.229,13363,  <->,118.165.97.144,9977,CON,0.0,0.0,4,270,150,flow=Background-UDP-Established
2011/08/10 09:46:53.541099,2820.373047,udp,147.32.84.229,13363,  <->,91.127.111.247,49387,CON,0.0,0.0,16,2568,1248,flow=Background-UDP-Established
2011/08/10 09:46:53.541113,3523.4021,udp,147.32.84.229,13363,  <->,91.192.219.27,53229,CON,0.0,0.0,92,8248,5061,flow=Background-UDP-Established
2011/08/10 09:46:53.541118,3065.831299,udp,147.32.84.229,13363,  <->,114.27.75.221,6850,CON,0.0,0.0,6,400,206,flow=Background-UDP-Established
2011/08/10 09:46:53.541124,3103.567627,udp,147.32.84.229,13363,  <->,195.112.110.248,38529,CON,0.0,0.0,12,2156,1313,flow=Background-UDP-Established
2011/08/10 09:46:53.551897,8.186002,tcp,79.78.83.0,60673,   ->,147.32.84.229,13363,S_SA,0.0,0.0,12,860,374,flow=Background-TCP-Established
2011/08/10 09:46:53.568485,15.093795000000002,tcp,178.236.4.29,80,   ?>,147.32.86.141,2013,FA_,0.0,,5,300,300,flow=Background
2011/08/10 09:46:53.571031,0.062894,tcp,66.249.66.241,44895,   ->,147.32.86.92,80,FSPA_FSPA,0.0,0.0,10,1371,604,flow=Background-TCP-Established
